-2898.596191,2580.978271,1186.419189,0.000115,0.13105,4.629795
-2893.535645,2580.134033,1189.676392,0.005061,0.137495,4.626542
-2888.085205,2579.612549,1192.473145,0.004137,0.146127,4.629772
-2882.947754,2578.792969,1195.629883,0.017516,0.11798,4.631997
-2877.68335,2578.270996,1198.418579,0.014773,0.129495,4.632588
-2872.321533,2577.685059,1201.240479,0.017953,0.130468,4.633603
-2866.949707,2577.192871,1204.091431,0.017438,0.128768,4.635292
-2861.652344,2576.812012,1207.019409,0.01632,0.128869,4.637066
-2856.251221,2576.48291,1209.926147,0.015707,0.127318,4.638631
-2850.816162,2576.319336,1212.762695,0.023806,0.129343,4.642113
-2845.323242,2576.09375,1215.757446,0.024303,0.131674,4.645139
-2839.752441,2576.130859,1218.496338,0.023769,0.118624,4.647314
-2834.182373,2576.071045,1221.169556,0.03998,0.098301,4.648848
-2828.729004,2575.987793,1223.977051,0.044321,0.086991,4.651564
-2822.907471,2575.946533,1226.724365,0.048518,0.078329,4.652919
-2817.416016,2575.921387,1229.602173,0.050907,0.068097,4.655721
-2811.543945,2575.915039,1232.587158,0.050416,0.057587,4.658853
-2805.759033,2575.880859,1235.531982,0.052254,0.052251,4.661754
-2799.861816,2575.976807,1238.637695,0.055175,0.051223,4.663099
-2793.915771,2575.951172,1241.78479,0.05388,0.040446,4.665538
-2787.980957,2576.093262,1244.689575,0.060798,0.027291,4.665937
-2782.10498,2576.350342,1247.7052,0.070541,0.011317,4.666763
-2775.904541,2576.239502,1250.818604,0.070844,0.014547,4.66822
-2769.86084,2576.33667,1253.886475,0.066289,0.008046,4.670629
-2763.69043,2576.409424,1256.944092,0.069868,0.005043,4.671589
-2757.455811,2576.50293,1259.894043,0.068595,0.005134,4.673482
-2751.244629,2576.551025,1262.882935,0.073844,-0.001419,4.674593
-2744.866211,2576.608154,1265.947876,0.07511,-0.010851,4.674903
-2738.610107,2576.55957,1269.057251,0.070197,-0.015256,4.677048
-2732.34082,2576.494385,1271.966553,0.07203,-0.021199,4.676494
-2725.935059,2576.340576,1274.872803,0.064359,-0.022829,4.676214
